x,sex,indicator,l,m,s,source
201.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,174.73920000,0.04396000,WHO2007
201.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,162.79040000,0.04125000,WHO2007
201.00000000,MALE,BMI_FOR_AGE,-1.23660000,20.98810000,0.12683000,WHO2007
201.00000000,FEMALE,BMI_FOR_AGE,-0.96610000,20.96560000,0.14176000,WHO2007
202.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,174.88960000,0.04385000,WHO2007
202.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,162.81260000,0.04119000,WHO2007
202.00000000,MALE,BMI_FOR_AGE,-1.22330000,21.04000000,0.12694000,WHO2007
202.00000000,FEMALE,BMI_FOR_AGE,-0.95820000,20.99010000,0.14187000,WHO2007
203.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,175.03010000,0.04375000,WHO2007
203.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,162.83400000,0.04114000,WHO2007
203.00000000,MALE,BMI_FOR_AGE,-1.20980000,21.09140000,0.12704000,WHO2007
203.00000000,FEMALE,BMI_FOR_AGE,-0.95030000,21.01380000,0.14198000,WHO2007
204.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,175.16090000,0.04364000,WHO2007
204.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,162.85450000,0.04109000,WHO2007
204.00000000,MALE,BMI_FOR_AGE,-1.19620000,21.14230000,0.12715000,WHO2007
204.00000000,FEMALE,BMI_FOR_AGE,-0.94230000,21.03670000,0.14208000,WHO2007
205.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,175.28240000,0.04353000,WHO2007
205.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,162.87430000,0.04104000,WHO2007
205.00000000,MALE,BMI_FOR_AGE,-1.18260000,21.19250000,0.12726000,WHO2007
205.00000000,FEMALE,BMI_FOR_AGE,-0.93440000,21.05870000,0.14219000,WHO2007
206.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,175.39510000,0.04343000,WHO2007
206.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,162.89350000,0.04099000,WHO2007
206.00000000,MALE,BMI_FOR_AGE,-1.16880000,21.24230000,0.12736000,WHO2007
206.00000000,FEMALE,BMI_FOR_AGE,-0.92640000,21.08010000,0.14230000,WHO2007
207.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,175.49950000,0.04332000,WHO2007
207.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,162.91200000,0.04094000,WHO2007
207.00000000,MALE,BMI_FOR_AGE,-1.15500000,21.29140000,0.12746000,WHO2007
207.00000000,FEMALE,BMI_FOR_AGE,-0.91840000,21.10070000,0.14240000,WHO2007
208.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,175.59590000,0.04322000,WHO2007
208.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,162.93000000,0.04089000,WHO2007
208.00000000,MALE,BMI_FOR_AGE,-1.14100000,21.34000000,0.12756000,WHO2007
208.00000000,FEMALE,BMI_FOR_AGE,-0.91040000,21.12060000,0.14250000,WHO2007
209.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,175.68500000,0.04311000,WHO2007
209.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,162.94760000,0.04084000,WHO2007
209.00000000,MALE,BMI_FOR_AGE,-1.12700000,21.38800000,0.12767000,WHO2007
209.00000000,FEMALE,BMI_FOR_AGE,-0.90240000,21.13990000,0.14261000,WHO2007
210.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,175.76720000,0.04301000,WHO2007
210.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,162.96490000,0.04080000,WHO2007
210.00000000,MALE,BMI_FOR_AGE,-1.11290000,21.43540000,0.12777000,WHO2007
210.00000000,FEMALE,BMI_FOR_AGE,-0.89440000,21.15860000,0.14271000,WHO2007
211.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,175.84320000,0.04291000,WHO2007
211.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,162.98170000,0.04075000,WHO2007
211.00000000,MALE,BMI_FOR_AGE,-1.09860000,21.48220000,0.12787000,WHO2007
211.00000000,FEMALE,BMI_FOR_AGE,-0.88630000,21.17680000,0.14281000,WHO2007
212.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,175.91330000,0.04281000,WHO2007
212.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,162.99830000,0.04071000,WHO2007
212.00000000,MALE,BMI_FOR_AGE,-1.08430000,21.52850000,0.12797000,WHO2007
212.00000000,FEMALE,BMI_FOR_AGE,-0.87830000,21.19440000,0.14291000,WHO2007
213.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,175.97810000,0.04271000,WHO2007
213.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,163.01440000,0.04066000,WHO2007
213.00000000,MALE,BMI_FOR_AGE,-1.06990000,21.57420000,0.12807000,WHO2007
213.00000000,FEMALE,BMI_FOR_AGE,-0.87030000,21.21160000,0.14301000,WHO2007
214.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,176.03800000,0.04261000,WHO2007
214.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,163.03000000,0.04062000,WHO2007
214.00000000,MALE,BMI_FOR_AGE,-1.05530000,21.61930000,0.12816000,WHO2007
214.00000000,FEMALE,BMI_FOR_AGE,-0.86230000,21.22820000,0.14311000,WHO2007
215.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,176.09350000,0.04251000,WHO2007
215.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,163.04510000,0.04058000,WHO2007
215.00000000,MALE,BMI_FOR_AGE,-1.04070000,21.66380000,0.12826000,WHO2007
215.00000000,FEMALE,BMI_FOR_AGE,-0.85420000,21.24440000,0.14320000,WHO2007
216.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,176.14490000,0.04241000,WHO2007
216.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,163.05950000,0.04053000,WHO2007
216.00000000,MALE,BMI_FOR_AGE,-1.02600000,21.70770000,0.12836000,WHO2007
216.00000000,FEMALE,BMI_FOR_AGE,-0.84620000,21.26030000,0.14330000,WHO2007
217.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,176.19250000,0.04232000,WHO2007
217.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,163.07330000,0.04049000,WHO2007
217.00000000,MALE,BMI_FOR_AGE,-1.01120000,21.75100000,0.12845000,WHO2007
217.00000000,FEMALE,BMI_FOR_AGE,-0.83820000,21.27570000,0.14340000,WHO2007
218.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,176.23680000,0.04222000,WHO2007
218.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,163.08620000,0.04045000,WHO2007
218.00000000,MALE,BMI_FOR_AGE,-0.99620000,21.79370000,0.12855000,WHO2007
218.00000000,FEMALE,BMI_FOR_AGE,-0.83010000,21.29080000,0.14349000,WHO2007
219.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,176.27790000,0.04213000,WHO2007
219.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,163.09820000,0.04041000,WHO2007
219.00000000,MALE,BMI_FOR_AGE,-0.98120000,21.83580000,0.12864000,WHO2007
219.00000000,FEMALE,BMI_FOR_AGE,-0.82210000,21.30550000,0.14359000,WHO2007
220.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,176.31620000,0.04204000,WHO2007
220.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,163.10920000,0.04037000,WHO2007
220.00000000,MALE,BMI_FOR_AGE,-0.96610000,21.87730000,0.12874000,WHO2007
220.00000000,FEMALE,BMI_FOR_AGE,-0.81400000,21.32000000,0.14368000,WHO2007
221.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,176.35180000,0.04195000,WHO2007
221.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,163.11920000,0.04034000,WHO2007
221.00000000,MALE,BMI_FOR_AGE,-0.95090000,21.91820000,0.12883000,WHO2007
221.00000000,FEMALE,BMI_FOR_AGE,-0.80600000,21.33410000,0.14377000,WHO2007
222.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,176.38510000,0.04185000,WHO2007
222.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,163.12790000,0.04030000,WHO2007
222.00000000,MALE,BMI_FOR_AGE,-0.93560000,21.95850000,0.12893000,WHO2007
222.00000000,FEMALE,BMI_FOR_AGE,-0.79800000,21.34800000,0.14386000,WHO2007
223.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,176.41620000,0.04177000,WHO2007
223.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,163.13550000,0.04026000,WHO2007
223.00000000,MALE,BMI_FOR_AGE,-0.92020000,21.99820000,0.12902000,WHO2007
223.00000000,FEMALE,BMI_FOR_AGE,-0.78990000,21.36170000,0.14396000,WHO2007
224.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,176.44530000,0.04168000,WHO2007
224.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,163.14180000,0.04023000,WHO2007
224.00000000,MALE,BMI_FOR_AGE,-0.90480000,22.03740000,0.12911000,WHO2007
224.00000000,FEMALE,BMI_FOR_AGE,-0.78190000,21.37520000,0.14405000,WHO2007
225.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,176.47240000,0.04159000,WHO2007
225.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,163.14690000,0.04019000,WHO2007
225.00000000,MALE,BMI_FOR_AGE,-0.88920000,22.07600000,0.12920000,WHO2007
225.00000000,FEMALE,BMI_FOR_AGE,-0.77380000,21.38840000,0.14414000,WHO2007
226.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,176.49760000,0.04150000,WHO2007
226.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,163.15080000,0.04016000,WHO2007
226.00000000,MALE,BMI_FOR_AGE,-0.87350000,22.11400000,0.12930000,WHO2007
226.00000000,FEMALE,BMI_FOR_AGE,-0.76580000,21.40140000,0.14423000,WHO2007
227.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,176.52110000,0.04142000,WHO2007
227.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,163.15340000,0.04012000,WHO2007
227.00000000,MALE,BMI_FOR_AGE,-0.85780000,22.15140000,0.12939000,WHO2007
227.00000000,FEMALE,BMI_FOR_AGE,-0.75770000,21.41430000,0.14432000,WHO2007
228.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,176.54320000,0.04134000,WHO2007
228.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,163.15480000,0.04009000,WHO2007
228.00000000,MALE,BMI_FOR_AGE,-0.84190000,22.18830000,0.12948000,WHO2007
228.00000000,FEMALE,BMI_FOR_AGE,-0.74960000,21.42690000,0.14441000,WHO2007
