x,sex,indicator,l,m,s,source
79.00000000,FEMALE,BMI_FOR_AGE,-1.18750000,15.33140000,0.10517000,WHO2007
80.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,119.83030000,0.04311000,WHO2007
80.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,118.92080000,0.04502000,WHO2007
80.00000000,MALE,WEIGHT_FOR_AGE,-0.40070000,22.08000000,0.13618000,WHO2007
80.00000000,FEMALE,WEIGHT_FOR_AGE,-0.52400000,21.59790000,0.15339000,WHO2007
80.00000000,MALE,BMI_FOR_AGE,-1.16490000,15.41370000,0.08931000,WHO2007
80.00000000,FEMALE,BMI_FOR_AGE,-1.20190000,15.34390000,0.10562000,WHO2007
81.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,120.30850000,0.04318000,WHO2007
81.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,119.39260000,0.04508000,WHO2007
81.00000000,MALE,WEIGHT_FOR_AGE,-0.41070000,22.28130000,0.13652000,WHO2007
81.00000000,FEMALE,WEIGHT_FOR_AGE,-0.52680000,21.78720000,0.15393000,WHO2007
81.00000000,MALE,BMI_FOR_AGE,-1.18560000,15.43020000,0.08964000,WHO2007
81.00000000,FEMALE,BMI_FOR_AGE,-1.21600000,15.35720000,0.10608000,WHO2007
82.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,120.78530000,0.04326000,WHO2007
82.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,119.86480000,0.04514000,WHO2007
82.00000000,MALE,WEIGHT_FOR_AGE,-0.42070000,22.48370000,0.13686000,WHO2007
82.00000000,FEMALE,WEIGHT_FOR_AGE,-0.52940000,21.97950000,0.15448000,WHO2007
82.00000000,MALE,BMI_FOR_AGE,-1.20600000,15.44730000,0.08998000,WHO2007
82.00000000,FEMALE,BMI_FOR_AGE,-1.22980000,15.37170000,0.10654000,WHO2007
83.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,121.26040000,0.04334000,WHO2007
83.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,120.33740000,0.04520000,WHO2007
83.00000000,MALE,WEIGHT_FOR_AGE,-0.43050000,22.68720000,0.13722000,WHO2007
83.00000000,FEMALE,WEIGHT_FOR_AGE,-0.53210000,22.17510000,0.15502000,WHO2007
83.00000000,MALE,BMI_FOR_AGE,-1.22610000,15.46500000,0.09033000,WHO2007
83.00000000,FEMALE,BMI_FOR_AGE,-1.24330000,15.38710000,0.10700000,WHO2007
84.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,121.73380000,0.04342000,WHO2007
84.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,120.81050000,0.04525000,WHO2007
84.00000000,MALE,WEIGHT_FOR_AGE,-0.44020000,22.89150000,0.13759000,WHO2007
84.00000000,FEMALE,WEIGHT_FOR_AGE,-0.53470000,22.37400000,0.15556000,WHO2007
84.00000000,MALE,BMI_FOR_AGE,-1.24600000,15.48320000,0.09068000,WHO2007
84.00000000,FEMALE,BMI_FOR_AGE,-1.25650000,15.40360000,0.10746000,WHO2007
85.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,122.20530000,0.04350000,WHO2007
85.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,121.28430000,0.04531000,WHO2007
85.00000000,MALE,WEIGHT_FOR_AGE,-0.44990000,23.09680000,0.13797000,WHO2007
85.00000000,FEMALE,WEIGHT_FOR_AGE,-0.53720000,22.57620000,0.15610000,WHO2007
85.00000000,MALE,BMI_FOR_AGE,-1.26560000,15.50190000,0.09103000,WHO2007
85.00000000,FEMALE,BMI_FOR_AGE,-1.26930000,15.42110000,0.10792000,WHO2007
86.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,122.67500000,0.04358000,WHO2007
86.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,121.75870000,0.04536000,WHO2007
86.00000000,MALE,WEIGHT_FOR_AGE,-0.45940000,23.30290000,0.13838000,WHO2007
86.00000000,FEMALE,WEIGHT_FOR_AGE,-0.53980000,22.78160000,0.15663000,WHO2007
86.00000000,MALE,BMI_FOR_AGE,-1.28490000,15.52100000,0.09139000,WHO2007
86.00000000,FEMALE,BMI_FOR_AGE,-1.28190000,15.43970000,0.10837000,WHO2007
87.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,123.14290000,0.04366000,WHO2007
87.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,122.23380000,0.04542000,WHO2007
87.00000000,MALE,WEIGHT_FOR_AGE,-0.46880000,23.51010000,0.13880000,WHO2007
87.00000000,FEMALE,WEIGHT_FOR_AGE,-0.54230000,22.99040000,0.15717000,WHO2007
87.00000000,MALE,BMI_FOR_AGE,-1.30400000,15.54070000,0.09176000,WHO2007
87.00000000,FEMALE,BMI_FOR_AGE,-1.29410000,15.45930000,0.10883000,WHO2007
88.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,123.60920000,0.04374000,WHO2007
88.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,122.70980000,0.04547000,WHO2007
88.00000000,MALE,WEIGHT_FOR_AGE,-0.47810000,23.71820000,0.13923000,WHO2007
88.00000000,FEMALE,WEIGHT_FOR_AGE,-0.54470000,23.20250000,0.15770000,WHO2007
88.00000000,MALE,BMI_FOR_AGE,-1.32280000,15.56080000,0.09213000,WHO2007
88.00000000,FEMALE,BMI_FOR_AGE,-1.30600000,15.47980000,0.10929000,WHO2007
89.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,124.07360000,0.04382000,WHO2007
89.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,123.18680000,0.04551000,WHO2007
89.00000000,MALE,WEIGHT_FOR_AGE,-0.48730000,23.92720000,0.13969000,WHO2007
89.00000000,FEMALE,WEIGHT_FOR_AGE,-0.54710000,23.41800000,0.15823000,WHO2007
89.00000000,MALE,BMI_FOR_AGE,-1.34140000,15.58140000,0.09251000,WHO2007
89.00000000,FEMALE,BMI_FOR_AGE,-1.31750000,15.50140000,0.10974000,WHO2007
90.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,124.53610000,0.04390000,WHO2007
90.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,123.66460000,0.04556000,WHO2007
90.00000000,MALE,WEIGHT_FOR_AGE,-0.49640000,24.13710000,0.14016000,WHO2007
90.00000000,FEMALE,WEIGHT_FOR_AGE,-0.54950000,23.63690000,0.15876000,WHO2007
90.00000000,MALE,BMI_FOR_AGE,-1.35960000,15.60230000,0.09289000,WHO2007
90.00000000,FEMALE,BMI_FOR_AGE,-1.32870000,15.52400000,0.11020000,WHO2007
91.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,124.99640000,0.04398000,WHO2007
91.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,124.14350000,0.04561000,WHO2007
91.00000000,MALE,WEIGHT_FOR_AGE,-0.50530000,24.34790000,0.14065000,WHO2007
91.00000000,FEMALE,WEIGHT_FOR_AGE,-0.55180000,23.85930000,0.15928000,WHO2007
91.00000000,MALE,BMI_FOR_AGE,-1.37760000,15.62370000,0.09327000,WHO2007
91.00000000,FEMALE,BMI_FOR_AGE,-1.33950000,15.54760000,0.11065000,WHO2007
92.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,125.45450000,0.04406000,WHO2007
92.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,124.62340000,0.04565000,WHO2007
92.00000000,MALE,WEIGHT_FOR_AGE,-0.51420000,24.55950000,0.14117000,WHO2007
92.00000000,FEMALE,WEIGHT_FOR_AGE,-0.55410000,24.08530000,0.15980000,WHO2007
92.00000000,MALE,BMI_FOR_AGE,-1.39530000,15.64550000,0.09366000,WHO2007
92.00000000,FEMALE,BMI_FOR_AGE,-1.34990000,15.57230000,0.11110000,WHO2007
93.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,125.91040000,0.04414000,WHO2007
93.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,125.10450000,0.04569000,WHO2007
93.00000000,MALE,WEIGHT_FOR_AGE,-0.52290000,24.77220000,0.14170000,WHO2007
93.00000000,FEMALE,WEIGHT_FOR_AGE,-0.55630000,24.31490000,0.16032000,WHO2007
93.00000000,MALE,BMI_FOR_AGE,-1.41260000,15.66770000,0.09406000,WHO2007
93.00000000,FEMALE,BMI_FOR_AGE,-1.36000000,15.59790000,0.11156000,WHO2007
94.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,126.36400000,0.04422000,WHO2007
94.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,125.58690000,0.04573000,WHO2007
94.00000000,MALE,WEIGHT_FOR_AGE,-0.53150000,24.98580000,0.14226000,WHO2007
94.00000000,FEMALE,WEIGHT_FOR_AGE,-0.55850000,24.54820000,0.16084000,WHO2007
94.00000000,MALE,BMI_FOR_AGE,-1.42970000,15.69030000,0.09445000,WHO2007
94.00000000,FEMALE,BMI_FOR_AGE,-1.36970000,15.62460000,0.11201000,WHO2007
95.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,126.81560000,0.04430000,WHO2007
95.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,126.07060000,0.04577000,WHO2007
95.00000000,MALE,WEIGHT_FOR_AGE,-0.53990000,25.20050000,0.14284000,WHO2007
95.00000000,FEMALE,WEIGHT_FOR_AGE,-0.56060000,24.78530000,0.16135000,WHO2007
95.00000000,MALE,BMI_FOR_AGE,-1.44640000,15.71330000,0.09486000,WHO2007
95.00000000,FEMALE,BMI_FOR_AGE,-1.37900000,15.65230000,0.11246000,WHO2007
96.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,127.26510000,0.04438000,WHO2007
96.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,126.55580000,0.04581000,WHO2007
96.00000000,MALE,WEIGHT_FOR_AGE,-0.54820000,25.41630000,0.14344000,WHO2007
96.00000000,FEMALE,WEIGHT_FOR_AGE,-0.56270000,25.02620000,0.16186000,WHO2007
96.00000000,MALE,BMI_FOR_AGE,-1.46290000,15.73680000,0.09526000,WHO2007
96.00000000,FEMALE,BMI_FOR_AGE,-1.38800000,15.68100000,0.11291000,WHO2007
97.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,127.71290000,0.04446000,WHO2007
97.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,127.04240000,0.04585000,WHO2007
97.00000000,MALE,WEIGHT_FOR_AGE,-0.55640000,25.63320000,0.14407000,WHO2007
97.00000000,FEMALE,WEIGHT_FOR_AGE,-0.56470000,25.27100000,0.16237000,WHO2007
97.00000000,MALE,BMI_FOR_AGE,-1.47900000,15.76060000,0.09567000,WHO2007
97.00000000,FEMALE,BMI_FOR_AGE,-1.39660000,15.71070000,0.11335000,WHO2007
98.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,128.15900000,0.04454000,WHO2007
98.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,127.53040000,0.04588000,WHO2007
98.00000000,MALE,WEIGHT_FOR_AGE,-0.56440000,25.85130000,0.14472000,WHO2007
98.00000000,FEMALE,WEIGHT_FOR_AGE,-0.56670000,25.51970000,0.16287000,WHO2007
98.00000000,MALE,BMI_FOR_AGE,-1.49470000,15.78480000,0.09609000,WHO2007
98.00000000,FEMALE,BMI_FOR_AGE,-1.40470000,15.74150000,0.11380000,WHO2007
99.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,128.60340000,0.04462000,WHO2007
99.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,128.01990000,0.04591000,WHO2007
99.00000000,MALE,WEIGHT_FOR_AGE,-0.57220000,26.07060000,0.14539000,WHO2007
99.00000000,FEMALE,WEIGHT_FOR_AGE,-0.56860000,25.77210000,0.16337000,WHO2007
99.00000000,MALE,BMI_FOR_AGE,-1.51010000,15.80940000,0.09651000,WHO2007
99.00000000,FEMALE,BMI_FOR_AGE,-1.41250000,15.77320000,0.11424000,WHO2007
100.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,129.04660000,0.04470000,WHO2007
100.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,128.51090000,0.04594000,WHO2007
100.00000000,MALE,WEIGHT_FOR_AGE,-0.57990000,26.29110000,0.14608000,WHO2007
100.00000000,FEMALE,WEIGHT_FOR_AGE,-0.57040000,26.02840000,0.16386000,WHO2007
100.00000000,MALE,BMI_FOR_AGE,-1.52520000,15.83440000,0.09693000,WHO2007
100.00000000,FEMALE,BMI_FOR_AGE,-1.41990000,15.80580000,0.11469000,WHO2007
101.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,129.48870000,0.04478000,WHO2007
101.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,129.00350000,0.04597000,WHO2007
101.00000000,MALE,WEIGHT_FOR_AGE,-0.58730000,26.51280000,0.14679000,WHO2007
101.00000000,FEMALE,WEIGHT_FOR_AGE,-0.57220000,26.28830000,0.16435000,WHO2007
101.00000000,MALE,BMI_FOR_AGE,-1.53990000,15.85970000,0.09735000,WHO2007
101.00000000,FEMALE,BMI_FOR_AGE,-1.42700000,15.83940000,0.11513000,WHO2007
102.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,129.93000000,0.04487000,WHO2007
102.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,129.49750000,0.04600000,WHO2007
102.00000000,MALE,WEIGHT_FOR_AGE,-0.59460000,26.73580000,0.14752000,WHO2007
102.00000000,FEMALE,WEIGHT_FOR_AGE,-0.57400000,26.55190000,0.16483000,WHO2007
102.00000000,MALE,BMI_FOR_AGE,-1.55420000,15.88550000,0.09778000,WHO2007
102.00000000,FEMALE,BMI_FOR_AGE,-1.43360000,15.87380000,0.11557000,WHO2007
103.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,130.37050000,0.04495000,WHO2007
103.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,129.99320000,0.04602000,WHO2007
103.00000000,MALE,WEIGHT_FOR_AGE,-0.60170000,26.96020000,0.14828000,WHO2007
103.00000000,FEMALE,WEIGHT_FOR_AGE,-0.57570000,26.81900000,0.16532000,WHO2007
103.00000000,MALE,BMI_FOR_AGE,-1.56810000,15.91160000,0.09821000,WHO2007
103.00000000,FEMALE,BMI_FOR_AGE,-1.43980000,15.90900000,0.11601000,WHO2007
104.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,130.81030000,0.04503000,WHO2007
104.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,130.49040000,0.04604000,WHO2007
104.00000000,MALE,WEIGHT_FOR_AGE,-0.60850000,27.18610000,0.14905000,WHO2007
104.00000000,FEMALE,WEIGHT_FOR_AGE,-0.57730000,27.08960000,0.16579000,WHO2007
104.00000000,MALE,BMI_FOR_AGE,-1.58170000,15.93810000,0.09864000,WHO2007
104.00000000,FEMALE,BMI_FOR_AGE,-1.44560000,15.94510000,0.11644000,WHO2007
105.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,131.24950000,0.04511000,WHO2007
105.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,130.98910000,0.04607000,WHO2007
105.00000000,MALE,WEIGHT_FOR_AGE,-0.61520000,27.41370000,0.14984000,WHO2007
105.00000000,FEMALE,WEIGHT_FOR_AGE,-0.57890000,27.36350000,0.16626000,WHO2007
105.00000000,MALE,BMI_FOR_AGE,-1.59480000,15.96510000,0.09907000,WHO2007
105.00000000,FEMALE,BMI_FOR_AGE,-1.45110000,15.98180000,0.11688000,WHO2007
106.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,131.68840000,0.04519000,WHO2007
106.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,131.48950000,0.04608000,WHO2007
106.00000000,MALE,WEIGHT_FOR_AGE,-0.62160000,27.64320000,0.15066000,WHO2007
106.00000000,FEMALE,WEIGHT_FOR_AGE,-0.58040000,27.64060000,0.16673000,WHO2007
106.00000000,MALE,BMI_FOR_AGE,-1.60760000,15.99250000,0.09951000,WHO2007
106.00000000,FEMALE,BMI_FOR_AGE,-1.45610000,16.01940000,0.11731000,WHO2007
107.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,132.12690000,0.04527000,WHO2007
107.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,131.99120000,0.04610000,WHO2007
107.00000000,MALE,WEIGHT_FOR_AGE,-0.62780000,27.87500000,0.15149000,WHO2007
107.00000000,FEMALE,WEIGHT_FOR_AGE,-0.58190000,27.92080000,0.16719000,WHO2007
107.00000000,MALE,BMI_FOR_AGE,-1.61990000,16.02050000,0.09994000,WHO2007
107.00000000,FEMALE,BMI_FOR_AGE,-1.46070000,16.05750000,0.11774000,WHO2007
108.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,132.56520000,0.04535000,WHO2007
108.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,132.49440000,0.04612000,WHO2007
108.00000000,MALE,WEIGHT_FOR_AGE,-0.63370000,28.10920000,0.15233000,WHO2007
108.00000000,FEMALE,WEIGHT_FOR_AGE,-0.58330000,28.20400000,0.16764000,WHO2007
108.00000000,MALE,BMI_FOR_AGE,-1.63180000,16.04900000,0.10038000,WHO2007
108.00000000,FEMALE,BMI_FOR_AGE,-1.46500000,16.09640000,0.11816000,WHO2007
109.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,133.00310000,0.04543000,WHO2007
109.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,132.99890000,0.04613000,WHO2007
109.00000000,MALE,WEIGHT_FOR_AGE,-0.63930000,28.34590000,0.15319000,WHO2007
109.00000000,FEMALE,WEIGHT_FOR_AGE,-0.58470000,28.49010000,0.16809000,WHO2007
109.00000000,MALE,BMI_FOR_AGE,-1.64330000,16.07810000,0.10082000,WHO2007
109.00000000,FEMALE,BMI_FOR_AGE,-1.46880000,16.13580000,0.11859000,WHO2007
110.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,133.44040000,0.04551000,WHO2007
110.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,133.50460000,0.04614000,WHO2007
110.00000000,MALE,WEIGHT_FOR_AGE,-0.64460000,28.58540000,0.15406000,WHO2007
110.00000000,FEMALE,WEIGHT_FOR_AGE,-0.58590000,28.77910000,0.16854000,WHO2007
110.00000000,MALE,BMI_FOR_AGE,-1.65440000,16.10780000,0.10126000,WHO2007
110.00000000,FEMALE,BMI_FOR_AGE,-1.47230000,16.17590000,0.11901000,WHO2007
111.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,133.87700000,0.04559000,WHO2007
111.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,134.01180000,0.04615000,WHO2007
111.00000000,MALE,WEIGHT_FOR_AGE,-0.64960000,28.82770000,0.15493000,WHO2007
111.00000000,FEMALE,WEIGHT_FOR_AGE,-0.58720000,29.07110000,0.16897000,WHO2007
111.00000000,MALE,BMI_FOR_AGE,-1.66510000,16.13810000,0.10170000,WHO2007
111.00000000,FEMALE,BMI_FOR_AGE,-1.47530000,16.21660000,0.11943000,WHO2007
112.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,134.31300000,0.04566000,WHO2007
112.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,134.52020000,0.04616000,WHO2007
112.00000000,MALE,WEIGHT_FOR_AGE,-0.65430000,29.07310000,0.15581000,WHO2007
112.00000000,FEMALE,WEIGHT_FOR_AGE,-0.58830000,29.36630000,0.16941000,WHO2007
112.00000000,MALE,BMI_FOR_AGE,-1.67530000,16.16920000,0.10214000,WHO2007
112.00000000,FEMALE,BMI_FOR_AGE,-1.47800000,16.25800000,0.11985000,WHO2007
113.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,134.74830000,0.04574000,WHO2007
113.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,135.02990000,0.04616000,WHO2007
113.00000000,MALE,WEIGHT_FOR_AGE,-0.65850000,29.32170000,0.15670000,WHO2007
113.00000000,FEMALE,WEIGHT_FOR_AGE,-0.58950000,29.66460000,0.16983000,WHO2007
113.00000000,MALE,BMI_FOR_AGE,-1.68510000,16.20090000,0.10259000,WHO2007
113.00000000,FEMALE,BMI_FOR_AGE,-1.48030000,16.29990000,0.12026000,WHO2007
114.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,135.18290000,0.04582000,WHO2007
114.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,135.54100000,0.04617000,WHO2007
114.00000000,MALE,WEIGHT_FOR_AGE,-0.66240000,29.57360000,0.15760000,WHO2007
114.00000000,FEMALE,WEIGHT_FOR_AGE,-0.59050000,29.96630000,0.17025000,WHO2007
114.00000000,MALE,BMI_FOR_AGE,-1.69440000,16.23330000,0.10303000,WHO2007
114.00000000,FEMALE,BMI_FOR_AGE,-1.48230000,16.34250000,0.12067000,WHO2007
115.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,135.61680000,0.04589000,WHO2007
115.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,136.05330000,0.04617000,WHO2007
115.00000000,MALE,WEIGHT_FOR_AGE,-0.66590000,29.82890000,0.15850000,WHO2007
115.00000000,FEMALE,WEIGHT_FOR_AGE,-0.59150000,30.27150000,0.17066000,WHO2007
115.00000000,MALE,BMI_FOR_AGE,-1.70320000,16.26650000,0.10347000,WHO2007
115.00000000,FEMALE,BMI_FOR_AGE,-1.48380000,16.38580000,0.12108000,WHO2007
116.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,136.05010000,0.04597000,WHO2007
116.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,136.56700000,0.04616000,WHO2007
116.00000000,MALE,WEIGHT_FOR_AGE,-0.66890000,30.08770000,0.15940000,WHO2007
116.00000000,FEMALE,WEIGHT_FOR_AGE,-0.59250000,30.58050000,0.17107000,WHO2007
116.00000000,MALE,BMI_FOR_AGE,-1.71160000,16.30040000,0.10391000,WHO2007
116.00000000,FEMALE,BMI_FOR_AGE,-1.48500000,16.42980000,0.12148000,WHO2007
117.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,136.48290000,0.04604000,WHO2007
117.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,137.08210000,0.04616000,WHO2007
117.00000000,MALE,WEIGHT_FOR_AGE,-0.67140000,30.35010000,0.16031000,WHO2007
117.00000000,FEMALE,WEIGHT_FOR_AGE,-0.59340000,30.89340000,0.17146000,WHO2007
117.00000000,MALE,BMI_FOR_AGE,-1.71960000,16.33510000,0.10435000,WHO2007
117.00000000,FEMALE,BMI_FOR_AGE,-1.48590000,16.47460000,0.12188000,WHO2007
118.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,136.91530000,0.04612000,WHO2007
118.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,137.59870000,0.04616000,WHO2007
118.00000000,MALE,WEIGHT_FOR_AGE,-0.67350000,30.61600000,0.16122000,WHO2007
118.00000000,FEMALE,WEIGHT_FOR_AGE,-0.59420000,31.21050000,0.17186000,WHO2007
118.00000000,MALE,BMI_FOR_AGE,-1.72710000,16.37040000,0.10478000,WHO2007
118.00000000,FEMALE,BMI_FOR_AGE,-1.48640000,16.52000000,0.12228000,WHO2007
119.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,137.34740000,0.04619000,WHO2007
119.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,138.11670000,0.04615000,WHO2007
119.00000000,MALE,WEIGHT_FOR_AGE,-0.67520000,30.88540000,0.16213000,WHO2007
119.00000000,FEMALE,WEIGHT_FOR_AGE,-0.59500000,31.53190000,0.17224000,WHO2007
119.00000000,MALE,BMI_FOR_AGE,-1.73410000,16.40650000,0.10522000,WHO2007
119.00000000,FEMALE,BMI_FOR_AGE,-1.48660000,16.56630000,0.12268000,WHO2007
120.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,137.77950000,0.04626000,WHO2007
120.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,138.63630000,0.04614000,WHO2007
120.00000000,MALE,WEIGHT_FOR_AGE,-0.67640000,31.15860000,0.16305000,WHO2007
120.00000000,FEMALE,WEIGHT_FOR_AGE,-0.59580000,31.85780000,0.17262000,WHO2007
120.00000000,MALE,BMI_FOR_AGE,-1.74070000,16.44330000,0.10566000,WHO2007
120.00000000,FEMALE,BMI_FOR_AGE,-1.48640000,16.61330000,0.12307000,WHO2007
121.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,138.21190000,0.04633000,WHO2007
121.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,139.15750000,0.04612000,WHO2007
121.00000000,MALE,BMI_FOR_AGE,-1.74680000,16.48070000,0.10609000,WHO2007
121.00000000,FEMALE,BMI_FOR_AGE,-1.48590000,16.66120000,0.12346000,WHO2007
122.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,138.64520000,0.04640000,WHO2007
122.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,139.68030000,0.04611000,WHO2007
122.00000000,MALE,BMI_FOR_AGE,-1.75250000,16.51890000,0.10652000,WHO2007
122.00000000,FEMALE,BMI_FOR_AGE,-1.48510000,16.71000000,0.12384000,WHO2007
123.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,139.07970000,0.04647000,WHO2007
123.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,140.20490000,0.04609000,WHO2007
123.00000000,MALE,BMI_FOR_AGE,-1.75780000,16.55780000,0.10695000,WHO2007
123.00000000,FEMALE,BMI_FOR_AGE,-1.48390000,16.75950000,0.12422000,WHO2007
124.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,139.51580000,0.04654000,WHO2007
124.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,140.73130000,0.04607000,WHO2007
124.00000000,MALE,BMI_FOR_AGE,-1.76260000,16.59740000,0.10738000,WHO2007
124.00000000,FEMALE,BMI_FOR_AGE,-1.48250000,16.81000000,0.12460000,WHO2007
125.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,139.95400000,0.04661000,WHO2007
125.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,141.25940000,0.04605000,WHO2007
125.00000000,MALE,BMI_FOR_AGE,-1.76700000,16.63760000,0.10780000,WHO2007
125.00000000,FEMALE,BMI_FOR_AGE,-1.48070000,16.86140000,0.12497000,WHO2007
126.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,140.39480000,0.04667000,WHO2007
126.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,141.78920000,0.04603000,WHO2007
126.00000000,MALE,BMI_FOR_AGE,-1.77100000,16.67860000,0.10823000,WHO2007
126.00000000,FEMALE,BMI_FOR_AGE,-1.47870000,16.91360000,0.12534000,WHO2007
127.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,140.83870000,0.04674000,WHO2007
127.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,142.32060000,0.04600000,WHO2007
127.00000000,MALE,BMI_FOR_AGE,-1.77450000,16.72030000,0.10865000,WHO2007
127.00000000,FEMALE,BMI_FOR_AGE,-1.47630000,16.96670000,0.12571000,WHO2007
128.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,141.28590000,0.04680000,WHO2007
128.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,142.85340000,0.04597000,WHO2007
128.00000000,MALE,BMI_FOR_AGE,-1.77770000,16.76280000,0.10906000,WHO2007
128.00000000,FEMALE,BMI_FOR_AGE,-1.47370000,17.02080000,0.12607000,WHO2007
129.00000000,MALE,HEIGHT_FOR_AGE,1.00000000,141.73680000,0.04686000,WHO2007
129.00000000,FEMALE,HEIGHT_FOR_AGE,1.00000000,143.38740000,0.04594000,WHO2007
129.00000000,MALE,BMI_FOR_AGE,-1.78040000,16.80590000,0.10948000,WHO2007
